region,suburb,quarter,median_rent,rent_growth,lag_median_rent,bond_count,lag_bond_count,log_bond_count,lag_log_bond_count
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2018Q1,550,,,891,,6.79346613258001,
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2018Q2,560,1.8181818181818077,550.0,920,891.0,6.825460036255307,6.79346613258001
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2018Q3,570,1.7857142857142794,560.0,913,920.0,6.81783057145415,6.825460036255307
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2018Q4,570,0.0,570.0,925,913.0,6.8308742346461795,6.81783057145415
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2019Q1,552,-3.157894736842104,570.0,905,925.0,6.80903930604298,6.8308742346461795
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2019Q2,560,1.449275362318847,552.0,886,905.0,6.787844982309579,6.80903930604298
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2019Q3,565,0.8928571428571397,560.0,857,886.0,6.754604099487962,6.787844982309579
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2019Q4,595,5.3097345132743445,565.0,847,857.0,6.742880635791903,6.754604099487962
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2020Q1,600,0.8403361344537785,595.0,855,847.0,6.752270376141742,6.742880635791903
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2020Q2,580,-3.3333333333333326,600.0,830,855.0,6.7226297948554485,6.752270376141742
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2020Q3,550,-5.1724137931034475,580.0,805,830.0,6.692083742506628,6.7226297948554485
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2020Q4,550,0.0,550.0,852,805.0,6.748759547491679,6.692083742506628
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2021Q1,500,-9.090909090909093,550.0,902,852.0,6.805722553416985,6.748759547491679
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2021Q2,500,0.0,500.0,940,902.0,6.846943139585379,6.805722553416985
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2021Q3,500,0.0,500.0,943,940.0,6.8501261661455,6.846943139585379
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2021Q4,495,-1.0000000000000009,500.0,910,943.0,6.814542897259958,6.8501261661455
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2022Q1,500,1.0101010101010166,495.0,867,910.0,6.7661917146603505,6.814542897259958
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2022Q2,515,3.0000000000000027,500.0,855,867.0,6.752270376141742,6.7661917146603505
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2022Q3,508,-1.3592233009708687,515.0,880,855.0,6.78105762593618,6.752270376141742
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2022Q4,525,3.34645669291338,508.0,833,880.0,6.726233402358747,6.78105762593618
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2023Q1,545,3.809523809523818,525.0,795,833.0,6.679599185844383,6.726233402358747
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2023Q2,555,1.83486238532109,545.0,738,795.0,6.6052979209482015,6.679599185844383
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2023Q3,600,8.108108108108114,555.0,729,738.0,6.593044534142437,6.6052979209482015
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2023Q4,600,0.0,600.0,719,729.0,6.579251212010101,6.593044534142437
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2024Q1,660,10.000000000000009,600.0,677,719.0,6.519147287940395,6.579251212010101
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2024Q2,675,2.2727272727272707,660.0,661,677.0,6.495265555937008,6.519147287940395
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2024Q3,693,2.6666666666666616,675.0,640,661.0,6.46302945692067,6.495265555937008
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2024Q4,700,1.0101010101010166,693.0,622,640.0,6.434546518787453,6.46302945692067
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2025Q1,700,0.0,700.0,625,622.0,6.439350371100098,6.434546518787453
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2025Q2,695,-0.7142857142857117,700.0,625,625.0,6.439350371100098,6.439350371100098
Inner Melbourne,Albert Park-Middle Park-West St Kilda,2025Q3,698,0.4316546762589857,695.0,578,625.0,6.361302477572996,6.439350371100098
Outer Western Melbourne,Altona,2018Q1,390,,,4866,,8.490233009833455,
Outer Western Melbourne,Altona,2018Q2,400,2.564102564102555,390.0,4886,4866.0,8.494333897270154,8.490233009833455
Outer Western Melbourne,Altona,2018Q3,400,0.0,400.0,4938,4886.0,8.504918160540624,8.494333897270154
Outer Western Melbourne,Altona,2018Q4,400,0.0,400.0,4978,4938.0,8.512984346642183,8.504918160540624
Outer Western Melbourne,Altona,2019Q1,400,0.0,400.0,5144,4978.0,8.545780648268149,8.512984346642183
Outer Western Melbourne,Altona,2019Q2,400,0.0,400.0,5155,5144.0,8.547916364059079,8.545780648268149
Outer Western Melbourne,Altona,2019Q3,400,0.0,400.0,5224,5155.0,8.561210076833012,8.547916364059079
Outer Western Melbourne,Altona,2019Q4,400,0.0,400.0,5272,5224.0,8.57035473953047,8.561210076833012
Outer Western Melbourne,Altona,2020Q1,400,0.0,400.0,5323,5272.0,8.579980179515003,8.57035473953047
Outer Western Melbourne,Altona,2020Q2,400,0.0,400.0,5277,5323.0,8.57130251706327,8.579980179515003
Outer Western Melbourne,Altona,2020Q3,400,0.0,400.0,4965,5277.0,8.510369966068112,8.57130251706327
Outer Western Melbourne,Altona,2020Q4,400,0.0,400.0,4982,4965.0,8.513787398281405,8.510369966068112
Outer Western Melbourne,Altona,2021Q1,400,0.0,400.0,4877,4982.0,8.492490578775866,8.513787398281405
Outer Western Melbourne,Altona,2021Q2,400,0.0,400.0,4915,4877.0,8.500250470685925,8.492490578775866
Outer Western Melbourne,Altona,2021Q3,400,0.0,400.0,4973,4915.0,8.51197962436335,8.500250470685925
Outer Western Melbourne,Altona,2021Q4,400,0.0,400.0,5065,4973.0,8.53030683056162,8.51197962436335
Outer Western Melbourne,Altona,2022Q1,400,0.0,400.0,5135,5065.0,8.544029845369797,8.53030683056162
Outer Western Melbourne,Altona,2022Q2,400,0.0,400.0,5145,5135.0,8.545974992841689,8.544029845369797
Outer Western Melbourne,Altona,2022Q3,415,3.750000000000009,400.0,5308,5145.0,8.57715877258367,8.545974992841689
Outer Western Melbourne,Altona,2022Q4,420,1.2048192771084265,415.0,5173,5308.0,8.551401362745974,8.57715877258367
Outer Western Melbourne,Altona,2023Q1,430,2.3809523809523725,420.0,4946,5173.0,8.506536611227709,8.551401362745974
Outer Western Melbourne,Altona,2023Q2,450,4.651162790697683,430.0,4755,4946.0,8.467162257810672,8.506536611227709
Outer Western Melbourne,Altona,2023Q3,470,4.444444444444451,450.0,4477,4755.0,8.4069317971587,8.467162257810672
Outer Western Melbourne,Altona,2023Q4,490,4.255319148936176,470.0,4285,4477.0,8.363109176033522,8.4069317971587
Outer Western Melbourne,Altona,2024Q1,510,4.081632653061229,490.0,4224,4285.0,8.348774539791274,8.363109176033522
Outer Western Melbourne,Altona,2024Q2,530,3.9215686274509887,510.0,4202,4224.0,8.343553835005117,8.348774539791274
Outer Western Melbourne,Altona,2024Q3,550,3.7735849056603765,530.0,4294,4202.0,8.365206834418355,8.343553835005117
Outer Western Melbourne,Altona,2024Q4,550,0.0,550.0,4329,4294.0,8.373322820996535,8.365206834418355
Outer Western Melbourne,Altona,2025Q1,550,0.0,550.0,4369,4329.0,8.382518288089635,8.373322820996535
Outer Western Melbourne,Altona,2025Q2,550,0.0,550.0,4408,4369.0,8.391403185357937,8.382518288089635
Outer Western Melbourne,Altona,2025Q3,550,0.0,550.0,4394,4408.0,8.388222810119277,8.391403185357937
Inner Melbourne,Armadale,2018Q1,480,,,964,,6.872128101338986,
Inner Melbourne,Armadale,2018Q2,495,3.125,480.0,989,964.0,6.897704943128636,6.872128101338986
Inner Melbourne,Armadale,2018Q3,495,0.0,495.0,888,989.0,6.790097235513905,6.897704943128636
Inner Melbourne,Armadale,2018Q4,480,-3.0303030303030276,495.0,826,888.0,6.717804695023691,6.790097235513905
Inner Melbourne,Armadale,2019Q1,480,0.0,480.0,794,826.0,6.678342114654332,6.717804695023691
Inner Melbourne,Armadale,2019Q2,480,0.0,480.0,739,794.0,6.606650186198215,6.678342114654332
Inner Melbourne,Armadale,2019Q3,480,0.0,480.0,758,739.0,6.63200177739563,6.606650186198215
Inner Melbourne,Armadale,2019Q4,485,1.041666666666674,480.0,776,758.0,6.655440350367647,6.63200177739563
Inner Melbourne,Armadale,2020Q1,500,3.092783505154628,485.0,753,776.0,6.625392368007956,6.655440350367647
Inner Melbourne,Armadale,2020Q2,500,0.0,500.0,783,753.0,6.664409020350408,6.625392368007956
Inner Melbourne,Armadale,2020Q3,500,0.0,500.0,711,783.0,6.568077911411976,6.664409020350408
Inner Melbourne,Armadale,2020Q4,495,-1.0000000000000009,500.0,730,711.0,6.594413459749778,6.568077911411976
Inner Melbourne,Armadale,2021Q1,450,-9.090909090909093,495.0,793,730.0,6.677083461247136,6.594413459749778
Inner Melbourne,Armadale,2021Q2,440,-2.2222222222222254,450.0,819,793.0,6.709304340258298,6.677083461247136
Inner Melbourne,Armadale,2021Q3,425,-3.409090909090906,440.0,860,819.0,6.7580945044277305,6.709304340258298
Inner Melbourne,Armadale,2021Q4,420,-1.17647058823529,425.0,817,860.0,6.706862336602747,6.7580945044277305
Inner Melbourne,Armadale,2022Q1,430,2.3809523809523725,420.0,804,817.0,6.690842277418564,6.706862336602747
Inner Melbourne,Armadale,2022Q2,450,4.651162790697683,430.0,851,804.0,6.747586526829315,6.690842277418564
Inner Melbourne,Armadale,2022Q3,450,0.0,450.0,852,851.0,6.748759547491679,6.747586526829315
Inner Melbourne,Armadale,2022Q4,460,2.2222222222222143,450.0,840,852.0,6.734591659972948,6.748759547491679
Inner Melbourne,Armadale,2023Q1,490,6.521739130434789,460.0,757,840.0,6.630683385642372,6.734591659972948
Inner Melbourne,Armadale,2023Q2,500,2.0408163265306145,490.0,687,757.0,6.5337888379333435,6.630683385642372
Inner Melbourne,Armadale,2023Q3,525,5.000000000000004,500.0,639,687.0,6.461468176353717,6.5337888379333435
Inner Melbourne,Armadale,2023Q4,560,6.666666666666665,525.0,594,639.0,6.38856140554563,6.461468176353717
Inner Melbourne,Armadale,2024Q1,560,0.0,560.0,572,594.0,6.35088571671474,6.38856140554563
Inner Melbourne,Armadale,2024Q2,583,4.107142857142865,560.0,567,572.0,6.342121418721152,6.35088571671474
Inner Melbourne,Armadale,2024Q3,600,2.9159519725557415,583.0,571,567.0,6.349138991379798,6.342121418721152
Inner Melbourne,Armadale,2024Q4,600,0.0,600.0,591,571.0,6.3835066348840055,6.349138991379798
Inner Melbourne,Armadale,2025Q1,625,4.166666666666674,600.0,636,591.0,6.456769655572163,6.3835066348840055
Inner Melbourne,Armadale,2025Q2,620,-0.8000000000000007,625.0,622,636.0,6.434546518787453,6.456769655572163
Inner Melbourne,Armadale,2025Q3,625,0.8064516129032251,620.0,635,622.0,6.455198563340122,6.434546518787453
Southern Melbourne,Aspendale-Chelsea-Carrum,2018Q1,420,,,1434,,7.268920128193722,
Southern Melbourne,Aspendale-Chelsea-Carrum,2018Q2,420,0.0,420.0,1456,1434.0,7.284134806195205,7.268920128193722
Southern Melbourne,Aspendale-Chelsea-Carrum,2018Q3,430,2.3809523809523725,420.0,1459,1456.0,7.286191714702382,7.284134806195205
Southern Melbourne,Aspendale-Chelsea-Carrum,2018Q4,440,2.3255813953488413,430.0,1448,1459.0,7.278628942320682,7.286191714702382
Southern Melbourne,Aspendale-Chelsea-Carrum,2019Q1,440,0.0,440.0,1483,1448.0,7.302496423727326,7.278628942320682
Southern Melbourne,Aspendale-Chelsea-Carrum,2019Q2,440,0.0,440.0,1477,1483.0,7.298445101508147,7.302496423727326
Southern Melbourne,Aspendale-Chelsea-Carrum,2019Q3,440,0.0,440.0,1504,1477.0,7.316548177182976,7.298445101508147
Southern Melbourne,Aspendale-Chelsea-Carrum,2019Q4,438,-0.4545454545454519,440.0,1515,1504.0,7.323830566202317,7.316548177182976
Southern Melbourne,Aspendale-Chelsea-Carrum,2020Q1,440,0.45662100456620447,438.0,1572,1515.0,7.360739903058278,7.323830566202317
Southern Melbourne,Aspendale-Chelsea-Carrum,2020Q2,440,0.0,440.0,1552,1572.0,7.347943823148687,7.360739903058278
Southern Melbourne,Aspendale-Chelsea-Carrum,2020Q3,440,0.0,440.0,1436,1552.0,7.270312886079025,7.347943823148687
Southern Melbourne,Aspendale-Chelsea-Carrum,2020Q4,450,2.2727272727272707,440.0,1418,1436.0,7.257707677160043,7.270312886079025
Southern Melbourne,Aspendale-Chelsea-Carrum,2021Q1,450,0.0,450.0,1339,1418.0,7.200424892944957,7.257707677160043
Southern Melbourne,Aspendale-Chelsea-Carrum,2021Q2,450,0.0,450.0,1330,1339.0,7.193685818395112,7.200424892944957
Southern Melbourne,Aspendale-Chelsea-Carrum,2021Q3,450,0.0,450.0,1339,1330.0,7.200424892944957,7.193685818395112
Southern Melbourne,Aspendale-Chelsea-Carrum,2021Q4,460,2.2222222222222143,450.0,1325,1339.0,7.189922170745808,7.200424892944957
Southern Melbourne,Aspendale-Chelsea-Carrum,2022Q1,470,2.1739130434782705,460.0,1305,1325.0,7.174724309836376,7.189922170745808
Southern Melbourne,Aspendale-Chelsea-Carrum,2022Q2,480,2.127659574468077,470.0,1286,1305.0,7.160069207596127,7.174724309836376
Southern Melbourne,Aspendale-Chelsea-Carrum,2022Q3,480,0.0,480.0,1311,1286.0,7.179307969504034,7.160069207596127
Southern Melbourne,Aspendale-Chelsea-Carrum,2022Q4,480,0.0,480.0,1267,1311.0,7.145196134997171,7.179307969504034
Southern Melbourne,Aspendale-Chelsea-Carrum,2023Q1,495,3.125,480.0,1240,1267.0,7.123672785204607,7.145196134997171
Southern Melbourne,Aspendale-Chelsea-Carrum,2023Q2,500,1.0101010101010166,495.0,1231,1240.0,7.116394144093465,7.123672785204607
Southern Melbourne,Aspendale-Chelsea-Carrum,2023Q3,530,6.000000000000005,500.0,1215,1231.0,7.103322062526113,7.116394144093465
Southern Melbourne,Aspendale-Chelsea-Carrum,2023Q4,550,3.7735849056603765,530.0,1194,1215.0,7.085901464365611,7.103322062526113
Southern Melbourne,Aspendale-Chelsea-Carrum,2024Q1,575,4.545454545454541,550.0,1135,1194.0,7.035268599281097,7.085901464365611
Southern Melbourne,Aspendale-Chelsea-Carrum,2024Q2,590,2.60869565217392,575.0,1095,1135.0,6.999422467507961,7.035268599281097
Southern Melbourne,Aspendale-Chelsea-Carrum,2024Q3,600,1.6949152542372836,590.0,1061,1095.0,6.967909201801884,6.999422467507961
Southern Melbourne,Aspendale-Chelsea-Carrum,2024Q4,600,0.0,600.0,1055,1061.0,6.962243464266207,6.967909201801884
Southern Melbourne,Aspendale-Chelsea-Carrum,2025Q1,600,0.0,600.0,1097,1055.0,7.001245622069476,6.962243464266207
Southern Melbourne,Aspendale-Chelsea-Carrum,2025Q2,615,2.499999999999991,600.0,1131,1097.0,7.0317412587631285,7.001245622069476
Southern Melbourne,Aspendale-Chelsea-Carrum,2025Q3,620,0.8130081300812941,615.0,1102,1131.0,7.005789019253503,7.0317412587631285
Inner Eastern Melbourne,Balwyn,2018Q1,500,,,1063,,6.96979066990159,
Inner Eastern Melbourne,Balwyn,2018Q2,520,4.0000000000000036,500.0,1002,1063.0,6.910750787961936,6.96979066990159
Inner Eastern Melbourne,Balwyn,2018Q3,520,0.0,520.0,976,1002.0,6.884486652042782,6.910750787961936
Inner Eastern Melbourne,Balwyn,2018Q4,530,1.9230769230769162,520.0,1015,976.0,6.923628628138427,6.884486652042782
Inner Eastern Melbourne,Balwyn,2019Q1,538,1.5094339622641506,530.0,1048,1015.0,6.955592608396297,6.923628628138427
Inner Eastern Melbourne,Balwyn,2019Q2,540,0.3717472118959009,538.0,1034,1048.0,6.942156705699469,6.955592608396297
Inner Eastern Melbourne,Balwyn,2019Q3,530,-1.851851851851849,540.0,1019,1034.0,6.927557906278317,6.942156705699469
Inner Eastern Melbourne,Balwyn,2019Q4,550,3.7735849056603765,530.0,1013,1019.0,6.921658184151129,6.927557906278317
Inner Eastern Melbourne,Balwyn,2020Q1,550,0.0,550.0,1042,1013.0,6.949856455000773,6.921658184151129
Inner Eastern Melbourne,Balwyn,2020Q2,550,0.0,550.0,1045,1042.0,6.952728644624869,6.949856455000773
Inner Eastern Melbourne,Balwyn,2020Q3,560,1.8181818181818077,550.0,1033,1045.0,6.9411900550683745,6.952728644624869
Inner Eastern Melbourne,Balwyn,2020Q4,550,-1.7857142857142905,560.0,1011,1033.0,6.919683849847411,6.9411900550683745
Inner Eastern Melbourne,Balwyn,2021Q1,540,-1.8181818181818188,550.0,984,1011.0,6.892641641172089,6.919683849847411
Inner Eastern Melbourne,Balwyn,2021Q2,520,-3.703703703703709,540.0,1020,984.0,6.928537818164665,6.892641641172089
Inner Eastern Melbourne,Balwyn,2021Q3,520,0.0,520.0,1034,1020.0,6.942156705699469,6.928537818164665
Inner Eastern Melbourne,Balwyn,2021Q4,530,1.9230769230769162,520.0,1035,1034.0,6.943122422819428,6.942156705699469
Inner Eastern Melbourne,Balwyn,2022Q1,530,0.0,530.0,1052,1035.0,6.959398512133975,6.943122422819428
Inner Eastern Melbourne,Balwyn,2022Q2,550,3.7735849056603765,530.0,1048,1052.0,6.955592608396297,6.959398512133975
Inner Eastern Melbourne,Balwyn,2022Q3,550,0.0,550.0,1098,1048.0,7.002155954403621,6.955592608396297
Inner Eastern Melbourne,Balwyn,2022Q4,550,0.0,550.0,1078,1098.0,6.983789965258135,7.002155954403621
Inner Eastern Melbourne,Balwyn,2023Q1,575,4.545454545454541,550.0,1022,1078.0,6.930494765951626,6.983789965258135
Inner Eastern Melbourne,Balwyn,2023Q2,610,6.08695652173914,575.0,999,1022.0,6.907755278982137,6.930494765951626
Inner Eastern Melbourne,Balwyn,2023Q3,635,4.098360655737698,610.0,952,999.0,6.859614903654202,6.907755278982137
Inner Eastern Melbourne,Balwyn,2023Q4,650,2.3622047244094446,635.0,933,952.0,6.839476438228843,6.859614903654202
Inner Eastern Melbourne,Balwyn,2024Q1,680,4.615384615384621,650.0,918,933.0,6.823286122355687,6.839476438228843
Inner Eastern Melbourne,Balwyn,2024Q2,680,0.0,680.0,896,918.0,6.799055862058796,6.823286122355687
Inner Eastern Melbourne,Balwyn,2024Q3,700,2.941176470588225,680.0,925,896.0,6.8308742346461795,6.799055862058796
Inner Eastern Melbourne,Balwyn,2024Q4,700,0.0,700.0,951,925.0,6.858565034791365,6.8308742346461795
Inner Eastern Melbourne,Balwyn,2025Q1,700,0.0,700.0,937,951.0,6.843749949006225,6.858565034791365
Inner Eastern Melbourne,Balwyn,2025Q2,720,2.857142857142847,700.0,906,937.0,6.810142450115136,6.843749949006225
Inner Eastern Melbourne,Balwyn,2025Q3,740,2.777777777777768,720.0,839,906.0,6.733401891837359,6.810142450115136
Outer Eastern Melbourne,Bayswater,2018Q1,375,,,685,,6.530877627725885,
Outer Eastern Melbourne,Bayswater,2018Q2,380,1.333333333333342,375.0,665,685.0,6.501289670540389,6.530877627725885
Outer Eastern Melbourne,Bayswater,2018Q3,380,0.0,380.0,684,665.0,6.529418838262226,6.501289670540389
Outer Eastern Melbourne,Bayswater,2018Q4,380,0.0,380.0,679,684.0,6.522092798170152,6.529418838262226
Outer Eastern Melbourne,Bayswater,2019Q1,385,1.3157894736842035,380.0,675,679.0,6.516193076042964,6.522092798170152
Outer Eastern Melbourne,Bayswater,2019Q2,390,1.298701298701288,385.0,692,675.0,6.541029999189903,6.516193076042964
Outer Eastern Melbourne,Bayswater,2019Q3,390,0.0,390.0,686,692.0,6.532334292222349,6.541029999189903
Outer Eastern Melbourne,Bayswater,2019Q4,390,0.0,390.0,674,686.0,6.51471269087253,6.532334292222349
Outer Eastern Melbourne,Bayswater,2020Q1,390,0.0,390.0,685,674.0,6.530877627725885,6.51471269087253
Outer Eastern Melbourne,Bayswater,2020Q2,390,0.0,390.0,679,685.0,6.522092798170152,6.530877627725885
Outer Eastern Melbourne,Bayswater,2020Q3,390,0.0,390.0,626,679.0,6.440946540632921,6.522092798170152
Outer Eastern Melbourne,Bayswater,2020Q4,390,0.0,390.0,615,626.0,6.423246963533519,6.440946540632921
Outer Eastern Melbourne,Bayswater,2021Q1,390,0.0,390.0,562,615.0,6.333279628139691,6.423246963533519
Outer Eastern Melbourne,Bayswater,2021Q2,400,2.564102564102555,390.0,542,562.0,6.297109319933935,6.333279628139691
Outer Eastern Melbourne,Bayswater,2021Q3,400,0.0,400.0,579,542.0,6.363028103540465,6.297109319933935
Outer Eastern Melbourne,Bayswater,2021Q4,410,2.499999999999991,400.0,578,579.0,6.361302477572996,6.363028103540465
Outer Eastern Melbourne,Bayswater,2022Q1,410,0.0,410.0,606,578.0,6.408528791059498,6.361302477572996
Outer Eastern Melbourne,Bayswater,2022Q2,420,2.4390243902439046,410.0,617,606.0,6.42648845745769,6.408528791059498
Outer Eastern Melbourne,Bayswater,2022Q3,420,0.0,420.0,618,617.0,6.428105272684596,6.42648845745769
Outer Eastern Melbourne,Bayswater,2022Q4,425,1.1904761904761862,420.0,624,618.0,6.437751649736401,6.428105272684596
Outer Eastern Melbourne,Bayswater,2023Q1,440,3.529411764705892,425.0,599,624.0,6.396929655216146,6.437751649736401
Outer Eastern Melbourne,Bayswater,2023Q2,450,2.2727272727272707,440.0,577,599.0,6.359573868672378,6.396929655216146
Outer Eastern Melbourne,Bayswater,2023Q3,470,4.444444444444451,450.0,554,577.0,6.318968113746434,6.359573868672378
Outer Eastern Melbourne,Bayswater,2023Q4,485,3.1914893617021267,470.0,537,554.0,6.2878585601617845,6.318968113746434
Outer Eastern Melbourne,Bayswater,2024Q1,495,2.0618556701030855,485.0,538,537.0,6.289715570908998,6.2878585601617845
Outer Eastern Melbourne,Bayswater,2024Q2,500,1.0101010101010166,495.0,516,538.0,6.248042874508429,6.289715570908998
Outer Eastern Melbourne,Bayswater,2024Q3,520,4.0000000000000036,500.0,497,516.0,6.210600077024653,6.248042874508429
Outer Eastern Melbourne,Bayswater,2024Q4,550,5.769230769230771,520.0,479,497.0,6.173786103901937,6.210600077024653
Outer Eastern Melbourne,Bayswater,2025Q1,550,0.0,550.0,470,479.0,6.154858094016418,6.173786103901937
Outer Eastern Melbourne,Bayswater,2025Q2,550,0.0,550.0,498,470.0,6.212606095751519,6.154858094016418
Outer Eastern Melbourne,Bayswater,2025Q3,550,0.0,550.0,498,498.0,6.212606095751519,6.212606095751519
Southern Melbourne,Bentleigh,2018Q1,480,,,2244,,7.716460800176355,
Southern Melbourne,Bentleigh,2018Q2,485,1.041666666666674,480.0,2288,2244.0,7.735870319952567,7.716460800176355
Southern Melbourne,Bentleigh,2018Q3,490,1.0309278350515427,485.0,2381,2288.0,7.775695749915245,7.735870319952567
Southern Melbourne,Bentleigh,2018Q4,495,1.0204081632652962,490.0,2456,2381.0,7.806696372521179,7.775695749915245
Southern Melbourne,Bentleigh,2019Q1,500,1.0101010101010166,495.0,2504,2456.0,7.826044013518965,7.806696372521179
Southern Melbourne,Bentleigh,2019Q2,500,0.0,500.0,2555,2504.0,7.846198815497425,7.826044013518965
Southern Melbourne,Bentleigh,2019Q3,500,0.0,500.0,2502,2555.0,7.8252452914317745,7.846198815497425
Southern Melbourne,Bentleigh,2019Q4,510,2.0000000000000018,500.0,2478,2502.0,7.8156105320351905,7.8252452914317745
Southern Melbourne,Bentleigh,2020Q1,510,0.0,510.0,2409,2478.0,7.787382026484701,7.8156105320351905
Southern Melbourne,Bentleigh,2020Q2,500,-1.9607843137254943,510.0,2342,2409.0,7.759187438507795,7.787382026484701
Southern Melbourne,Bentleigh,2020Q3,500,0.0,500.0,2263,2342.0,7.724888439323074,7.759187438507795
Southern Melbourne,Bentleigh,2020Q4,495,-1.0000000000000009,500.0,2214,2263.0,7.703007682479236,7.724888439323074
Southern Melbourne,Bentleigh,2021Q1,490,-1.0101010101010055,495.0,2214,2214.0,7.703007682479236,7.703007682479236
Southern Melbourne,Bentleigh,2021Q2,485,-1.0204081632653073,490.0,2375,2214.0,7.773173680482536,7.703007682479236
Southern Melbourne,Bentleigh,2021Q3,490,1.0309278350515427,485.0,2478,2375.0,7.8156105320351905,7.773173680482536
Southern Melbourne,Bentleigh,2021Q4,495,1.0204081632652962,490.0,2559,2478.0,7.847762537473608,7.8156105320351905
Southern Melbourne,Bentleigh,2022Q1,495,0.0,495.0,2527,2559.0,7.8351837552667485,7.847762537473608
Southern Melbourne,Bentleigh,2022Q2,500,1.0101010101010166,495.0,2444,2527.0,7.801800401908973,7.8351837552667485
Southern Melbourne,Bentleigh,2022Q3,501,0.20000000000000018,500.0,2459,2444.0,7.807916628926408,7.801800401908973
Southern Melbourne,Bentleigh,2022Q4,523,4.3912175648702645,501.0,2392,2459.0,7.780303087908373,7.807916628926408
Southern Melbourne,Bentleigh,2023Q1,550,5.162523900573612,523.0,2314,2392.0,7.747164966520335,7.780303087908373
Southern Melbourne,Bentleigh,2023Q2,560,1.8181818181818077,550.0,2226,2314.0,7.708410667257367,7.747164966520335
Southern Melbourne,Bentleigh,2023Q3,590,5.35714285714286,560.0,2088,2226.0,7.644440761556566,7.708410667257367
Southern Melbourne,Bentleigh,2023Q4,600,1.6949152542372836,590.0,2064,2088.0,7.632885505395133,7.644440761556566
Southern Melbourne,Bentleigh,2024Q1,635,5.833333333333335,600.0,2000,2064.0,7.601402334583733,7.632885505395133
Southern Melbourne,Bentleigh,2024Q2,650,2.3622047244094446,635.0,2030,2000.0,7.616283561580385,7.601402334583733
Southern Melbourne,Bentleigh,2024Q3,650,0.0,650.0,2069,2030.0,7.635303886259415,7.616283561580385
Southern Melbourne,Bentleigh,2024Q4,675,3.8461538461538547,650.0,2035,2069.0,7.618742377670413,7.635303886259415
Southern Melbourne,Bentleigh,2025Q1,680,0.7407407407407307,675.0,2136,2035.0,7.667158255319148,7.618742377670413
Southern Melbourne,Bentleigh,2025Q2,680,0.0,680.0,2090,2136.0,7.645397699428633,7.667158255319148
Southern Melbourne,Bentleigh,2025Q3,700,2.941176470588225,680.0,2039,2090.0,7.620705086838262,7.645397699428633
South Eastern Melbourne,Berwick,2018Q1,390,,,1946,,7.5740450053721995,
South Eastern Melbourne,Berwick,2018Q2,400,2.564102564102555,390.0,2064,1946.0,7.632885505395133,7.5740450053721995
South Eastern Melbourne,Berwick,2018Q3,400,0.0,400.0,2131,2064.0,7.664815785285735,7.632885505395133
South Eastern Melbourne,Berwick,2018Q4,400,0.0,400.0,2156,2131.0,7.676473646389156,7.664815785285735
South Eastern Melbourne,Berwick,2019Q1,400,0.0,400.0,2162,2156.0,7.679251425953058,7.676473646389156
South Eastern Melbourne,Berwick,2019Q2,395,-1.2499999999999956,400.0,2195,2162.0,7.694392802629421,7.679251425953058
South Eastern Melbourne,Berwick,2019Q3,395,0.0,395.0,2159,2195.0,7.67786350067821,7.694392802629421
South Eastern Melbourne,Berwick,2019Q4,395,0.0,395.0,2201,2159.0,7.697121317282625,7.67786350067821
South Eastern Melbourne,Berwick,2020Q1,395,0.0,395.0,2209,2201.0,7.700747794511798,7.697121317282625
South Eastern Melbourne,Berwick,2020Q2,400,1.2658227848101333,395.0,2094,2209.0,7.647308832356238,7.700747794511798
South Eastern Melbourne,Berwick,2020Q3,400,0.0,400.0,1928,2094.0,7.564757012905729,7.647308832356238
South Eastern Melbourne,Berwick,2020Q4,400,0.0,400.0,1849,1928.0,7.52294091807237,7.564757012905729
