region,suburb,quarter,median_rent,rent_growth,lag_median_rent,bond_count,lag_bond_count,log_bond_count,lag_log_bond_count
Inner Eastern Melbourne,Camberwell-Glen Iris,2020Q3,500,0.0,500.0,1611,1707.0,7.385230923066573,7.443078374348516
Inner Eastern Melbourne,Camberwell-Glen Iris,2020Q4,495,-1.0000000000000009,500.0,1578,1611.0,7.364547014255642,7.385230923066573
Inner Eastern Melbourne,Camberwell-Glen Iris,2021Q1,480,-3.0303030303030276,495.0,1635,1578.0,7.400009517162692,7.364547014255642
Inner Eastern Melbourne,Camberwell-Glen Iris,2021Q2,450,-6.25,480.0,1823,1635.0,7.508787170634276,7.400009517162692
Inner Eastern Melbourne,Camberwell-Glen Iris,2021Q3,450,0.0,450.0,1942,1823.0,7.57198844937744,7.508787170634276
Inner Eastern Melbourne,Camberwell-Glen Iris,2021Q4,450,0.0,450.0,2002,1942.0,7.602401335665818,7.57198844937744
Inner Eastern Melbourne,Camberwell-Glen Iris,2022Q1,460,2.2222222222222143,450.0,1975,2002.0,7.588829878307813,7.602401335665818
Inner Eastern Melbourne,Camberwell-Glen Iris,2022Q2,475,3.2608695652173836,460.0,1907,1975.0,7.553810852008231,7.588829878307813
Inner Eastern Melbourne,Camberwell-Glen Iris,2022Q3,485,2.1052631578947434,475.0,1920,1907.0,7.560601162768557,7.553810852008231
Inner Eastern Melbourne,Camberwell-Glen Iris,2022Q4,495,2.0618556701030855,485.0,1901,1920.0,7.550661243105336,7.560601162768557
Inner Eastern Melbourne,Camberwell-Glen Iris,2023Q1,500,1.0101010101010166,495.0,1786,1901.0,7.488293515159428,7.550661243105336
Inner Eastern Melbourne,Camberwell-Glen Iris,2023Q2,530,6.000000000000005,500.0,1693,1786.0,7.434847875211999,7.488293515159428
Inner Eastern Melbourne,Camberwell-Glen Iris,2023Q3,570,7.547169811320753,530.0,1627,1693.0,7.395107546562485,7.434847875211999
Inner Eastern Melbourne,Camberwell-Glen Iris,2023Q4,595,4.385964912280693,570.0,1565,1627.0,7.356279876550748,7.395107546562485
Inner Eastern Melbourne,Camberwell-Glen Iris,2024Q1,620,4.201680672268915,595.0,1504,1565.0,7.316548177182976,7.356279876550748
Inner Eastern Melbourne,Camberwell-Glen Iris,2024Q2,635,2.4193548387096753,620.0,1517,1504.0,7.325148957955575,7.316548177182976
Inner Eastern Melbourne,Camberwell-Glen Iris,2024Q3,650,2.3622047244094446,635.0,1497,1517.0,7.311886164077165,7.325148957955575
Inner Eastern Melbourne,Camberwell-Glen Iris,2024Q4,650,0.0,650.0,1470,1497.0,7.293697720601438,7.311886164077165
Inner Eastern Melbourne,Camberwell-Glen Iris,2025Q1,650,0.0,650.0,1504,1470.0,7.316548177182976,7.293697720601438
Inner Eastern Melbourne,Camberwell-Glen Iris,2025Q2,650,0.0,650.0,1462,1504.0,7.288244401020124,7.316548177182976
Inner Eastern Melbourne,Camberwell-Glen Iris,2025Q3,650,0.0,650.0,1402,1462.0,7.246368080102461,7.288244401020124
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2018Q1,490,,,772,,6.650279048587422,
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2018Q2,490,0.0,490.0,803,772.0,6.6895992691789665,6.650279048587422
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2018Q3,500,2.0408163265306145,490.0,797,803.0,6.682108597449809,6.6895992691789665
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2018Q4,500,0.0,500.0,761,797.0,6.635946555686647,6.682108597449809
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2019Q1,500,0.0,500.0,757,761.0,6.630683385642372,6.635946555686647
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2019Q2,510,2.0000000000000018,500.0,710,757.0,6.566672429803241,6.630683385642372
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2019Q3,510,0.0,510.0,747,710.0,6.617402977974478,6.566672429803241
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2019Q4,520,1.9607843137254832,510.0,776,747.0,6.655440350367647,6.617402977974478
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2020Q1,525,0.9615384615384581,520.0,758,776.0,6.63200177739563,6.655440350367647
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2020Q2,520,-0.952380952380949,525.0,763,758.0,6.638567789166521,6.63200177739563
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2020Q3,515,-0.9615384615384581,520.0,704,763.0,6.558197802812269,6.638567789166521
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2020Q4,500,-2.9126213592232997,515.0,693,704.0,6.542471960506805,6.558197802812269
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2021Q1,495,-1.0000000000000009,500.0,720,693.0,6.580639137284949,6.542471960506805
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2021Q2,490,-1.0101010101010055,495.0,763,720.0,6.638567789166521,6.580639137284949
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2021Q3,485,-1.0204081632653073,490.0,764,763.0,6.639875833826536,6.638567789166521
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2021Q4,480,-1.0309278350515427,485.0,775,764.0,6.654152520183219,6.639875833826536
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2022Q1,485,1.041666666666674,480.0,795,775.0,6.679599185844383,6.654152520183219
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2022Q2,495,2.0618556701030855,485.0,785,795.0,6.666956792429207,6.679599185844383
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2022Q3,500,1.0101010101010166,495.0,847,785.0,6.742880635791903,6.666956792429207
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2022Q4,518,3.600000000000003,500.0,836,847.0,6.729824070489475,6.742880635791903
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2023Q1,550,6.1776061776061875,518.0,765,836.0,6.641182169740591,6.729824070489475
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2023Q2,550,0.0,550.0,726,765.0,6.588926477533519,6.641182169740591
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2023Q3,580,5.454545454545445,550.0,668,726.0,6.505784060128229,6.588926477533519
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2023Q4,600,3.4482758620689724,580.0,641,668.0,6.464588303689961,6.505784060128229
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2024Q1,600,0.0,600.0,655,641.0,6.486160788944089,6.464588303689961
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2024Q2,627,4.499999999999993,600.0,650,655.0,6.478509642208569,6.486160788944089
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2024Q3,628,0.15948963317384823,627.0,645,650.0,6.470799503782602,6.478509642208569
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2024Q4,639,1.7515923566878921,628.0,630,645.0,6.447305862541213,6.470799503782602
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2025Q1,650,1.7214397496087663,639.0,593,630.0,6.386879319362645,6.447305862541213
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2025Q2,650,0.0,650.0,600,593.0,6.398594934535208,6.386879319362645
Inner Eastern Melbourne,Canterbury-Surrey Hills-Mont Albert,2025Q3,678,4.307692307692301,650.0,566,600.0,6.340359303727752,6.398594934535208
Inner Melbourne,Carlton North,2018Q1,562,,,500,,6.2166061010848646,
Inner Melbourne,Carlton North,2018Q2,560,-0.3558718861209953,562.0,507,500.0,6.230481447578482,6.2166061010848646
Inner Melbourne,Carlton North,2018Q3,570,1.7857142857142794,560.0,523,507.0,6.261491684321042,6.230481447578482
Inner Melbourne,Carlton North,2018Q4,573,0.5263157894736858,570.0,490,523.0,6.19644412779452,6.261491684321042
Inner Melbourne,Carlton North,2019Q1,580,1.221640488656206,573.0,482,490.0,6.180016653652572,6.19644412779452
Inner Melbourne,Carlton North,2019Q2,577,-0.5172413793103403,580.0,495,482.0,6.206575926724928,6.180016653652572
Inner Melbourne,Carlton North,2019Q3,580,0.5199306759098743,577.0,486,495.0,6.18826412308259,6.206575926724928
Inner Melbourne,Carlton North,2019Q4,580,0.0,580.0,523,486.0,6.261491684321042,6.18826412308259
Inner Melbourne,Carlton North,2020Q1,590,1.724137931034475,580.0,545,523.0,6.302618975744905,6.261491684321042
Inner Melbourne,Carlton North,2020Q2,590,0.0,590.0,543,545.0,6.298949246855942,6.302618975744905
Inner Melbourne,Carlton North,2020Q3,590,0.0,590.0,523,543.0,6.261491684321042,6.298949246855942
Inner Melbourne,Carlton North,2020Q4,590,0.0,590.0,545,523.0,6.302618975744905,6.261491684321042
Inner Melbourne,Carlton North,2021Q1,580,-1.6949152542372836,590.0,577,545.0,6.359573868672378,6.302618975744905
Inner Melbourne,Carlton North,2021Q2,575,-0.8620689655172376,580.0,603,577.0,6.403574197934815,6.359573868672378
Inner Melbourne,Carlton North,2021Q3,575,0.0,575.0,613,603.0,6.419994928147142,6.403574197934815
Inner Melbourne,Carlton North,2021Q4,580,0.8695652173912993,575.0,598,613.0,6.395261598115449,6.419994928147142
Inner Melbourne,Carlton North,2022Q1,580,0.0,580.0,581,598.0,6.366470447731438,6.395261598115449
Inner Melbourne,Carlton North,2022Q2,595,2.586206896551735,580.0,535,581.0,6.284134161070802,6.366470447731438
Inner Melbourne,Carlton North,2022Q3,600,0.8403361344537785,595.0,548,535.0,6.3080984415095305,6.284134161070802
Inner Melbourne,Carlton North,2022Q4,600,0.0,600.0,547,548.0,6.306275286948016,6.3080984415095305
Inner Melbourne,Carlton North,2023Q1,620,3.3333333333333437,600.0,498,547.0,6.212606095751519,6.306275286948016
Inner Melbourne,Carlton North,2023Q2,630,1.6129032258064502,620.0,496,498.0,6.208590026096629,6.212606095751519
Inner Melbourne,Carlton North,2023Q3,650,3.1746031746031855,630.0,468,496.0,6.150602768446279,6.208590026096629
Inner Melbourne,Carlton North,2023Q4,670,3.076923076923066,650.0,419,468.0,6.040254711277414,6.150602768446279
Inner Melbourne,Carlton North,2024Q1,680,1.4925373134328401,670.0,391,419.0,5.971261839790462,6.040254711277414
Inner Melbourne,Carlton North,2024Q2,690,1.4705882352941124,680.0,381,391.0,5.945420608606575,5.971261839790462
Inner Melbourne,Carlton North,2024Q3,680,-1.449275362318836,690.0,389,381.0,5.966146739123692,5.945420608606575
Inner Melbourne,Carlton North,2024Q4,700,2.941176470588225,680.0,380,389.0,5.942799375126701,5.966146739123692
Inner Melbourne,Carlton North,2025Q1,720,2.857142857142847,700.0,378,380.0,5.937536205082426,5.942799375126701
Inner Melbourne,Carlton North,2025Q2,750,4.166666666666674,720.0,367,378.0,5.908082938168931,5.937536205082426
Inner Melbourne,Carlton North,2025Q3,760,1.333333333333342,750.0,361,367.0,5.8916442118257715,5.908082938168931
Inner Melbourne,Carlton-Parkville,2018Q1,450,,,2515,,7.830425617820331,
Inner Melbourne,Carlton-Parkville,2018Q2,450,0.0,450.0,2447,2515.0,7.803026643632217,7.830425617820331
Inner Melbourne,Carlton-Parkville,2018Q3,460,2.2222222222222143,450.0,2277,2447.0,7.731053144007127,7.803026643632217
Inner Melbourne,Carlton-Parkville,2018Q4,470,2.1739130434782705,460.0,2389,2277.0,7.779048644925556,7.731053144007127
Inner Melbourne,Carlton-Parkville,2019Q1,480,2.127659574468077,470.0,2418,2389.0,7.791109510610028,7.779048644925556
Inner Melbourne,Carlton-Parkville,2019Q2,490,2.083333333333326,480.0,2497,2418.0,7.823245690685523,7.791109510610028
Inner Melbourne,Carlton-Parkville,2019Q3,500,2.0408163265306145,490.0,2562,2497.0,7.848933726364071,7.823245690685523
Inner Melbourne,Carlton-Parkville,2019Q4,500,0.0,500.0,2509,2562.0,7.828038032125829,7.848933726364071
Inner Melbourne,Carlton-Parkville,2020Q1,500,0.0,500.0,2679,2509.0,7.893572073504902,7.828038032125829
Inner Melbourne,Carlton-Parkville,2020Q2,490,-2.0000000000000018,500.0,2573,2679.0,7.853216388156072,7.893572073504902
Inner Melbourne,Carlton-Parkville,2020Q3,480,-2.0408163265306145,490.0,2449,2573.0,7.803843303538772,7.853216388156072
Inner Melbourne,Carlton-Parkville,2020Q4,450,-6.25,480.0,2765,2449.0,7.925157512224703,7.803843303538772
Inner Melbourne,Carlton-Parkville,2021Q1,400,-11.111111111111116,450.0,2936,2765.0,7.98514393119862,7.925157512224703
Inner Melbourne,Carlton-Parkville,2021Q2,380,-5.000000000000004,400.0,3444,2936.0,8.144679183447758,7.98514393119862
Inner Melbourne,Carlton-Parkville,2021Q3,360,-5.263157894736848,380.0,3749,3444.0,8.229511118964457,8.144679183447758
Inner Melbourne,Carlton-Parkville,2021Q4,360,0.0,360.0,3752,3749.0,8.23031079913502,8.229511118964457
Inner Melbourne,Carlton-Parkville,2022Q1,375,4.166666666666674,360.0,3742,3752.0,8.22764270790443,8.23031079913502
Inner Melbourne,Carlton-Parkville,2022Q2,400,6.666666666666665,375.0,3515,3742.0,8.165079258805068,8.22764270790443
Inner Melbourne,Carlton-Parkville,2022Q3,420,5.000000000000004,400.0,3467,3515.0,8.151333337900432,8.165079258805068
Inner Melbourne,Carlton-Parkville,2022Q4,450,7.14285714285714,420.0,3261,3467.0,8.09009578318096,8.151333337900432
Inner Melbourne,Carlton-Parkville,2023Q1,500,11.111111111111116,450.0,3039,3261.0,8.019612794400267,8.09009578318096
Inner Melbourne,Carlton-Parkville,2023Q2,530,6.000000000000005,500.0,2843,3039.0,7.952966790923131,8.019612794400267
Inner Melbourne,Carlton-Parkville,2023Q3,550,3.7735849056603765,530.0,2774,2843.0,7.928406026180535,7.952966790923131
Inner Melbourne,Carlton-Parkville,2023Q4,550,0.0,550.0,2753,2774.0,7.9208096792886,7.928406026180535
Inner Melbourne,Carlton-Parkville,2024Q1,570,3.6363636363636376,550.0,2711,2753.0,7.905441649060286,7.9208096792886
Inner Melbourne,Carlton-Parkville,2024Q2,573,0.5263157894736858,570.0,2768,2711.0,7.926241523170962,7.905441649060286
Inner Melbourne,Carlton-Parkville,2024Q3,580,1.221640488656206,573.0,2753,2768.0,7.9208096792886,7.926241523170962
Inner Melbourne,Carlton-Parkville,2024Q4,600,3.4482758620689724,580.0,2681,2753.0,7.894318063841624,7.9208096792886
Inner Melbourne,Carlton-Parkville,2025Q1,600,0.0,600.0,2709,2681.0,7.904703913873747,7.894318063841624
Inner Melbourne,Carlton-Parkville,2025Q2,610,1.6666666666666607,600.0,2600,2709.0,7.8636512654486515,7.904703913873747
Inner Melbourne,Carlton-Parkville,2025Q3,620,1.6393442622950838,610.0,2593,2600.0,7.860956364876389,7.8636512654486515
Southern Melbourne,Carnegie,2018Q1,420,,,1208,,7.097548850614793,
Southern Melbourne,Carnegie,2018Q2,420,0.0,420.0,1232,1208.0,7.117205503164344,7.097548850614793
Southern Melbourne,Carnegie,2018Q3,420,0.0,420.0,1278,1232.0,7.153833801578843,7.117205503164344
Southern Melbourne,Carnegie,2018Q4,425,1.1904761904761862,420.0,1364,1278.0,7.21890970761906,7.153833801578843
Southern Melbourne,Carnegie,2019Q1,430,1.17647058823529,425.0,1340,1364.0,7.201170883281678,7.21890970761906
Southern Melbourne,Carnegie,2019Q2,435,1.1627906976744207,430.0,1355,1340.0,7.212294468500341,7.201170883281678
Southern Melbourne,Carnegie,2019Q3,440,1.1494252873563315,435.0,1303,1355.0,7.1731917424865985,7.212294468500341
Southern Melbourne,Carnegie,2019Q4,435,-1.1363636363636354,440.0,1255,1303.0,7.135687347028144,7.1731917424865985
Southern Melbourne,Carnegie,2020Q1,440,1.1494252873563315,435.0,1335,1255.0,7.197435354096591,7.135687347028144
Southern Melbourne,Carnegie,2020Q2,440,0.0,440.0,1309,1335.0,7.177782416195197,7.197435354096591
Southern Melbourne,Carnegie,2020Q3,435,-1.1363636363636354,440.0,1323,1309.0,7.188412736496954,7.177782416195197
Southern Melbourne,Carnegie,2020Q4,430,-1.1494252873563204,435.0,1351,1323.0,7.20934025660291,7.188412736496954
Southern Melbourne,Carnegie,2021Q1,410,-4.651162790697672,430.0,1329,1351.0,7.1929342212158,7.20934025660291
Southern Melbourne,Carnegie,2021Q2,400,-2.4390243902439046,410.0,1454,1329.0,7.282761179605593,7.1929342212158
Southern Melbourne,Carnegie,2021Q3,395,-1.2499999999999956,400.0,1525,1454.0,7.330405211844402,7.282761179605593
Southern Melbourne,Carnegie,2021Q4,390,-1.2658227848101222,395.0,1545,1525.0,7.343426229147367,7.330405211844402
Southern Melbourne,Carnegie,2022Q1,390,0.0,390.0,1554,1545.0,7.349230824613334,7.343426229147367
Southern Melbourne,Carnegie,2022Q2,395,1.2820512820512775,390.0,1508,1554.0,7.319202458767849,7.349230824613334
Southern Melbourne,Carnegie,2022Q3,400,1.2658227848101333,395.0,1487,1508.0,7.305188215393037,7.319202458767849
Southern Melbourne,Carnegie,2022Q4,410,2.499999999999991,400.0,1412,1487.0,7.253470382684528,7.305188215393037
Southern Melbourne,Carnegie,2023Q1,435,6.0975609756097615,410.0,1322,1412.0,7.187657164114956,7.253470382684528
Southern Melbourne,Carnegie,2023Q2,450,3.4482758620689724,435.0,1220,1322.0,7.107425474110705,7.187657164114956
Southern Melbourne,Carnegie,2023Q3,480,6.666666666666665,450.0,1180,1220.0,7.074116816197362,7.107425474110705
Southern Melbourne,Carnegie,2023Q4,505,5.208333333333326,480.0,1181,1180.0,7.074963197966044,7.074116816197362
Southern Melbourne,Carnegie,2024Q1,520,2.970297029702973,505.0,1143,1181.0,7.042286171939743,7.074963197966044
Southern Melbourne,Carnegie,2024Q2,530,1.9230769230769162,520.0,1158,1143.0,7.055312843339752,7.042286171939743
Southern Melbourne,Carnegie,2024Q3,550,3.7735849056603765,530.0,1111,1158.0,7.013915474810528,7.055312843339752
Southern Melbourne,Carnegie,2024Q4,550,0.0,550.0,1052,1111.0,6.959398512133975,7.013915474810528
Southern Melbourne,Carnegie,2025Q1,550,0.0,550.0,1059,1052.0,6.966024187106113,6.959398512133975
Southern Melbourne,Carnegie,2025Q2,560,1.8181818181818077,550.0,1037,1059.0,6.945051063725834,6.966024187106113
Southern Melbourne,Carnegie,2025Q3,570,1.7857142857142794,560.0,1037,1037.0,6.945051063725834,6.945051063725834
Southern Melbourne,Caulfield,2018Q1,455,,,2209,,7.700747794511798,
Southern Melbourne,Caulfield,2018Q2,460,1.098901098901095,455.0,2157,2209.0,7.67693714581808,7.700747794511798
Southern Melbourne,Caulfield,2018Q3,460,0.0,460.0,2156,2157.0,7.676473646389156,7.67693714581808
Southern Melbourne,Caulfield,2018Q4,470,2.1739130434782705,460.0,2159,2156.0,7.67786350067821,7.676473646389156
Southern Melbourne,Caulfield,2019Q1,475,1.0638297872340496,470.0,2146,2159.0,7.671826797878781,7.67786350067821
Southern Melbourne,Caulfield,2019Q2,480,1.0526315789473717,475.0,2159,2146.0,7.67786350067821,7.671826797878781
Southern Melbourne,Caulfield,2019Q3,480,0.0,480.0,2278,2159.0,7.731492029245684,7.67786350067821
Southern Melbourne,Caulfield,2019Q4,480,0.0,480.0,2401,2278.0,7.784057002639929,7.731492029245684
Southern Melbourne,Caulfield,2020Q1,485,1.041666666666674,480.0,2489,2401.0,7.820037989458753,7.784057002639929
Southern Melbourne,Caulfield,2020Q2,480,-1.0309278350515427,485.0,2454,2489.0,7.805882040228621,7.820037989458753
Southern Melbourne,Caulfield,2020Q3,475,-1.041666666666663,480.0,2330,2454.0,7.754052639035757,7.805882040228621
Southern Melbourne,Caulfield,2020Q4,455,-4.210526315789476,475.0,2225,2330.0,7.70796153183549,7.754052639035757
Southern Melbourne,Caulfield,2021Q1,425,-6.593406593406592,455.0,2334,2225.0,7.755767170102998,7.70796153183549
Southern Melbourne,Caulfield,2021Q2,410,-3.529411764705881,425.0,2602,2334.0,7.864419904994565,7.755767170102998
Southern Melbourne,Caulfield,2021Q3,400,-2.4390243902439046,410.0,2682,2602.0,7.894690850425624,7.864419904994565
Southern Melbourne,Caulfield,2021Q4,400,0.0,400.0,2763,2682.0,7.92443418488756,7.894690850425624
Southern Melbourne,Caulfield,2022Q1,405,1.2499999999999956,400.0,2668,2763.0,7.889459149404524,7.92443418488756
Southern Melbourne,Caulfield,2022Q2,420,3.703703703703698,405.0,2599,2668.0,7.8632667240095735,7.889459149404524
Southern Melbourne,Caulfield,2022Q3,440,4.761904761904767,420.0,2665,2599.0,7.888334500738654,7.8632667240095735
Southern Melbourne,Caulfield,2022Q4,450,2.2727272727272707,440.0,2631,2665.0,7.875499292445208,7.888334500738654
Southern Melbourne,Caulfield,2023Q1,500,11.111111111111116,450.0,2643,2631.0,7.880048200971577,7.875499292445208
Southern Melbourne,Caulfield,2023Q2,525,5.000000000000004,500.0,2512,2643.0,7.829232537543592,7.880048200971577
Southern Melbourne,Caulfield,2023Q3,550,4.761904761904767,525.0,2465,2512.0,7.81035268372429,7.829232537543592
Southern Melbourne,Caulfield,2023Q4,580,5.454545454545445,550.0,2306,2465.0,7.7437032581737535,7.81035268372429
Southern Melbourne,Caulfield,2024Q1,600,3.4482758620689724,580.0,2234,2306.0,7.711996507047669,7.7437032581737535
Southern Melbourne,Caulfield,2024Q2,610,1.6666666666666607,600.0,2232,2234.0,7.711101251840158,7.711996507047669
Southern Melbourne,Caulfield,2024Q3,635,4.098360655737698,610.0,2215,2232.0,7.703459047867175,7.711101251840158
Southern Melbourne,Caulfield,2024Q4,645,1.5748031496062964,635.0,2255,2215.0,7.721348612617949,7.703459047867175
Southern Melbourne,Caulfield,2025Q1,650,0.7751937984496138,645.0,2281,2255.0,7.732807530422021,7.721348612617949
Southern Melbourne,Caulfield,2025Q2,650,0.0,650.0,2273,2281.0,7.729295674310482,7.732807530422021
Southern Melbourne,Caulfield,2025Q3,650,0.0,650.0,2292,2273.0,7.737616282857904,7.729295674310482
Inner Eastern Melbourne,Chadstone-Oakleigh,2018Q1,445,,,1170,,7.065613363597717,
Inner Eastern Melbourne,Chadstone-Oakleigh,2018Q2,450,1.1235955056179803,445.0,1171,1170.0,7.066466970136958,7.065613363597717
Inner Eastern Melbourne,Chadstone-Oakleigh,2018Q3,450,0.0,450.0,1179,1171.0,7.07326971745971,7.066466970136958
Inner Eastern Melbourne,Chadstone-Oakleigh,2018Q4,450,0.0,450.0,1191,1179.0,7.083387847625295,7.07326971745971
Inner Eastern Melbourne,Chadstone-Oakleigh,2019Q1,450,0.0,450.0,1204,1191.0,7.094234845924755,7.083387847625295
Inner Eastern Melbourne,Chadstone-Oakleigh,2019Q2,460,2.2222222222222143,450.0,1186,1204.0,7.079184394609668,7.094234845924755
Inner Eastern Melbourne,Chadstone-Oakleigh,2019Q3,460,0.0,460.0,1167,1186.0,7.0630481633881725,7.079184394609668
Inner Eastern Melbourne,Chadstone-Oakleigh,2019Q4,465,1.0869565217391353,460.0,1188,1167.0,7.080867896690782,7.0630481633881725
Inner Eastern Melbourne,Chadstone-Oakleigh,2020Q1,460,-1.0752688172043001,465.0,1216,1188.0,7.104144092987527,7.080867896690782
Inner Eastern Melbourne,Chadstone-Oakleigh,2020Q2,460,0.0,460.0,1189,1216.0,7.081708586105575,7.104144092987527
Inner Eastern Melbourne,Chadstone-Oakleigh,2020Q3,460,0.0,460.0,1166,1189.0,7.062191632286556,7.081708586105575
Inner Eastern Melbourne,Chadstone-Oakleigh,2020Q4,450,-2.1739130434782594,460.0,1216,1166.0,7.104144092987527,7.062191632286556
Inner Eastern Melbourne,Chadstone-Oakleigh,2021Q1,445,-1.1111111111111072,450.0,1308,1216.0,7.1770187659099,7.104144092987527
Inner Eastern Melbourne,Chadstone-Oakleigh,2021Q2,430,-3.3707865168539297,445.0,1491,1308.0,7.307872780763706,7.1770187659099
Inner Eastern Melbourne,Chadstone-Oakleigh,2021Q3,430,0.0,430.0,1595,1491.0,7.3752557780097545,7.307872780763706
Inner Eastern Melbourne,Chadstone-Oakleigh,2021Q4,430,0.0,430.0,1695,1595.0,7.4360278163518485,7.3752557780097545
Inner Eastern Melbourne,Chadstone-Oakleigh,2022Q1,430,0.0,430.0,1575,1695.0,7.362645270417825,7.4360278163518485
Inner Eastern Melbourne,Chadstone-Oakleigh,2022Q2,440,2.3255813953488413,430.0,1486,1575.0,7.304515946460155,7.362645270417825
Inner Eastern Melbourne,Chadstone-Oakleigh,2022Q3,450,2.2727272727272707,440.0,1467,1486.0,7.291656209174461,7.304515946460155
Inner Eastern Melbourne,Chadstone-Oakleigh,2022Q4,460,2.2222222222222143,450.0,1352,1467.0,7.210079628170788,7.291656209174461
Inner Eastern Melbourne,Chadstone-Oakleigh,2023Q1,480,4.347826086956519,460.0,1303,1352.0,7.1731917424865985,7.210079628170788
Inner Eastern Melbourne,Chadstone-Oakleigh,2023Q2,500,4.166666666666674,480.0,1214,1303.0,7.102499355774649,7.1731917424865985
Inner Eastern Melbourne,Chadstone-Oakleigh,2023Q3,520,4.0000000000000036,500.0,1152,1214.0,7.050122520269059,7.102499355774649
Inner Eastern Melbourne,Chadstone-Oakleigh,2023Q4,550,5.769230769230771,520.0,1083,1152.0,6.988413181999592,7.050122520269059
Inner Eastern Melbourne,Chadstone-Oakleigh,2024Q1,570,3.6363636363636376,550.0,1065,1083.0,6.97166860472579,6.988413181999592
Inner Eastern Melbourne,Chadstone-Oakleigh,2024Q2,595,4.385964912280693,570.0,1038,1065.0,6.946013991099227,6.97166860472579
Inner Eastern Melbourne,Chadstone-Oakleigh,2024Q3,600,0.8403361344537785,595.0,1058,1038.0,6.9650803456014065,6.946013991099227
Inner Eastern Melbourne,Chadstone-Oakleigh,2024Q4,615,2.499999999999991,600.0,1097,1058.0,7.001245622069476,6.9650803456014065
Inner Eastern Melbourne,Chadstone-Oakleigh,2025Q1,620,0.8130081300812941,615.0,1082,1097.0,6.9874902470009905,7.001245622069476
Inner Eastern Melbourne,Chadstone-Oakleigh,2025Q2,620,0.0,620.0,1090,1082.0,6.994849985833071,6.9874902470009905
Inner Eastern Melbourne,Chadstone-Oakleigh,2025Q3,620,0.0,620.0,1067,1090.0,6.97354301952014,6.994849985833071
Southern Melbourne,Cheltenham,2018Q1,450,,,1893,,7.546446273746024,
Southern Melbourne,Cheltenham,2018Q2,450,0.0,450.0,1924,1893.0,7.562681246721884,7.546446273746024
Southern Melbourne,Cheltenham,2018Q3,450,0.0,450.0,1877,1924.0,7.537962659768208,7.562681246721884
Southern Melbourne,Cheltenham,2018Q4,460,2.2222222222222143,450.0,1887,1877.0,7.543273346705446,7.537962659768208
Southern Melbourne,Cheltenham,2019Q1,460,0.0,460.0,1945,1887.0,7.57353126274595,7.543273346705446
Southern Melbourne,Cheltenham,2019Q2,460,0.0,460.0,1930,1945.0,7.565793282428515,7.57353126274595
Southern Melbourne,Cheltenham,2019Q3,465,1.0869565217391353,460.0,1964,1930.0,7.583247524303362,7.565793282428515
Southern Melbourne,Cheltenham,2019Q4,470,1.0752688172043001,465.0,1944,1964.0,7.573017256052546,7.583247524303362
Southern Melbourne,Cheltenham,2020Q1,470,0.0,470.0,1944,1944.0,7.573017256052546,7.573017256052546
Southern Melbourne,Cheltenham,2020Q2,470,0.0,470.0,1894,1944.0,7.546974117516527,7.573017256052546
Southern Melbourne,Cheltenham,2020Q3,475,1.0638297872340496,470.0,1771,1894.0,7.4798641311650265,7.546974117516527
Southern Melbourne,Cheltenham,2020Q4,470,-1.0526315789473717,475.0,1751,1771.0,7.468513271496337,7.4798641311650265
